answer,label,윤경,지원,수연,승희,나현,,
내가 맡아서 할것이다.,0,,0,0,0,0,,
ㅈ같다,0,,0,0,0,0,,
사기같다,0,,0,0,0,0,,
의심된다,0,,0,0,0,0,,
안믿는다,0,,0,0,0,0,,
맡기지 않는다,0,,0,0,0,0,,
알아서 할게요 ^^,0,,0,0,0,0,,
진짜 맞는지 면밀히 조사하고 결정한다,0,,0.7,0.7,0.5,0.7,,
사기꾼인가,0,,0,0,0,0,,
정중히 사양한다,0,,0,0,0,0,,
의심이 간다,0,,0,0,0,0,,
내가한다,0,,0,0,0,0,,
"불신,, 나한테 왜이래",0,,0,0,0,0,,
일단 의심스럽다,0,,0,0,0,0,,
의아하다,0,,0,0,0,0,,
소문은 소문이고 딴 사람한테 안 맡김,0,,0,0,0,0,,
어 괜찮아요^^,1,,0,0,0,0,,
불신,0,,0,0,0,0,,
굳이,0,,0,0,0,0,,
얼마인가요?,0,,0.7,0.7,0.7,0.7,,
필요없어요,0,,0,0,0,0,,
싫어요,0,,0,0,0,0,,
이 유명한 사람이 나한테 왜 ??,0,,0.3,0.3,0.3,0.3,,
거절합니다,0,,0,0,0,0,,
이런 사람이 왜 갑자기 내 투자을 맡아주겠다고 하지? 사기꾼인가?,0,,0,0,0,0,,
이미 망해본 경험이 있으므로 무시함,0,,0,0,0,0,,
의심한다,0,,0,0,0,0,,
일단 의심해본다.,0,,0,0,0,0,,
내 투자는 내가한다,0,,0,0,0,0,,
정말 믿어도 될지 의심은 들 것 같다,0,,0,0.3,0,0,,
무슨 이유인지 궁금하다,0,,0.3,0.7,0.5,0.5,,
왜 날?,0,,0,0.3,0,0.3,,
필요 없어요,0,,0,0,0,0,,
소문이 사실인가? 왜 나를 도와주지?,0,,0,0.3,0,0.3,,
목적이 무엇이냐 수수료 몇프로 가져갈거냐,0,,0,0.3,0,0.3,,
오 왜 하필 나를? 살짝 못 믿겠는데..? 사기 아니야?!,0,,0,0,0,0,,
의심이 든다.,0,,0,0,0,0,,
그래도 내 힘으로 투자해보고 싶으니 거절한다,0,,0,0,0,0,,
갑자기 ? 일단 의심하고 본다,0,,0,0,0,0,,
무서워,0,,0,0,0,0,,
어떻게 믿지 이사람을,0,,0,0,0,0,,
왜 제 투자를 맡아주시는데요?,0,,0.3,0.3,0,0.3,,
갑자기 왜이러는지 모르겠다,0,,0.3,0.3,0,0,,
의심이 든다,0,,0.3,0,0,0,,
안한다,0,,0,0,0,0,,
고려해보겠습니다…,1,,0.5,0.3,0.5,0.5,,
펀드는 안믿어,0,,0,0,0,0,,
믿을 수 있게 해줘라,0,,0.5,0.7,0.5,0.5,,
경계한다,0,,0,0,0,0,,
돈줘야하나,0,,0.5,0.7,0.5,0.5,,
저를요..? 왜요..? 감사합니다만 제가 알아서 하겠습니다... 정보 주시면 제가 결정해볼게요..!,0,,0,0.3,0,0.5,,
시러요 안해요,0,,0,0,0,0,,
저보다 제 친구 수연이가 더 필요할 것 같아요!,0,,0,0,0,0,,
의심,0,,0,0,0,0,,
이건 사기다. 왜 굳이 내걸 해줘?? 이해 안댐,0,,0,0,0,0,,
내 푼돈으로 해봐야 뭐 없을텐데 왜 이러지?,0,,0,0.3,0,0,,
사기꾼인가,0,,0,0,0,0,,
공부하는 것도 좋아하고 위험성 있는 투자를 할 것은 아니니 내가 알아서 한다고 한다.,0,,0,0,0,0,,
"사기꾼아닌가?, 과거 레코드 확인",0,,0,0,0,0,,
오호 뭔가 의심쩍긴한데 그래도 한번~~!~?,1,,0.5,0.7,0.7,0.7,,
뭔가 의심쩍긴한데,0,,0.3,0.3,0,0,,
괜찮을까?,0,,0.3,0.3,0.3,0.3,,
왜 수많은 사람 중 저를 택하시죠…? 꿍꿍이가 있나,0,,0,0,0,0,,
생각좀 해본다고 한뒤 그 사람에 대해 조사를 해본다.,0,,0.3,0.3,0.3,0.3,,
생각할 시간을 달라,0,,0.5,0.7,0.5,0.5,,
생각해볼께요,0,,0.5,0.7,0.5,0.5,,
괜찮습니다. 의심함,0,,0.3,0,0,0,,
왜지?,0,,0.3,0.3,0.3,0.3,,
왜 굳이 저한테…?,0,,0.3,0.3,0,0.3,,
왜요?,0,,0.3,0.3,0.3,0.3,,
엥 갑자기 나를? 왜?,0,,0.3,0.3,0.3,0.3,,
저는 부자도 아닌데 제 돈을 왜..?,0,,0.3,0.3,3,0.3,,
와 글쿤요^^! 라고 대답하고 집가서 평소처럼 산다 (연락안함),0,,0.3,0,0.3,0,,
좋은 기회 고맙습니다. 생각해보고 연락드릴게요 ^_^,1,,1,0.7,0.7,0.7,,
소문났다 해서 신뢰가 완전 가진 않는다,0,,0.5,0.3,0,0,,
우리 엄마아빠보다 믿을 수 있을까?,0,,0.3,0,0,0,,
잉 뭐지 갑자기? 왜?,0,,0,0.3,0.3,0.3,,
부담,0,,0,0,0,0,,
좋긴한데 일단 의심,0,,0.3,0.3,0.3,0.3,,
왜 하필 나인거지 생각하고 사기를 의심한다.,0,,0.3,0.3,0,0,,
별로 좋아하는 말은 아니라서 기분이 좋지 않을거 같다.,0,,0,0,0,0,,
기분나쁘다,0,,0,0,0,0,,
발표가 끝나 홀가분하지만 살짝 억울하여 공부 열심히 한 것의 결과라고 말한다,0,,0.3,0.3,0.3,0.3,,
잘났.다,0,,0,0,0,0,,
니가 뭔데 날 평가해,0,,0,0,0,0,,
고마워 근데 나 공부 열심히 했어 라고 말한다,0,,0.3,0.3,0,0.3,,
기분 나쁘지만 티는 안낸다,0,,0,0,0.3,0,,
기분나쁨,0,,0,0,0,0,,
니나 잘해라,0,,0,0,0,0,,
욕을 마구 할것같다,0,,0,0,0,0,,
기분나쁘다,0,,0,0,0,0,,
무시한다,0,,0,0,0,0,,
으쓱하지만 약간 기분 나쁘다 너가 왜 날 평가해?,0,,0.3,0.3,0.3,0.3,,
신경안쓴다,1,,0.5,0.5,0.5,0.5,,
나쁘다,0,,0,0,0,0,,
잘했다는 말에 기분은 좋지만 열심히 안 하는 사람처럼 보였다는 거에 개빡침,0,,0,0.3,0.3,0.3,,
내 노력도 인정해줘 ㅠ,0,,0,0,0,0,,
얌뫄 공부 열심히 했거든 -0-^,0,,0,0,0,0,,
뒤지게 맞고싶나?,0,,0,0,0,0,,
ㄱㅅ,1,,1,1,1,1,,
공부 열심히 안 한줄 니가 어떻게 알어!!!,0,,0,0,0,0,,
감히 날 평가해?,0,,0,0,0,0,,
좋지 않다,0,,0,0,0,0,,
나쁘다,0,,0,0,0,0,,
싸우자는 거냐?,0,,0,0,0,0,,
기분이 나쁘다,0,,0,0,0,0,,
난 재능충이니까~,1,,1,1,1,1,,
시비걸꺼면 저리 가줬으면 좋겠다,0,,0,0,0,0,,
어이없지만 ㅋ 웃고 무시한다,0,,0,0,0.3,0,,
니가 뭔데 날 판단해,0,,0,0,0,0,,
속상하다,0,,0,0,0,0,,
그냥 그렇다,0,,0.5,0.5,0.5,0.5,,
그냥 아무렇지 않을 듯 해요,0,,0.5,0.5,0.5,0.5,,
열심히 했는데... 기분이좋지않다,0,,0,0,0,0,,
공부 열심히 했는데; 기분이 짜증날 것 같다,0,,0,0,0,0,,
니가 뭔데 ?,0,,0,0,0,0,,
기분 나쁘다,0,,0,0,0,0,,
기분나쁨,0,,0,0,0,0,,
? 뭐지 이 xx?? 어이없네 와~~~ 진짜 때릴까,0,,0,0,0,0,,
억울하다.,0,,0,0,0,0,,
잘되어서 기분은 좋지만 은근히 찝찝하게 짜증난다,0,,0.3,0.3,0.3,0.3,,
나 열심히했는데..,0,,0,0,0,0,,
"뭘 안다고 그렇게 말하는 건지,, 짜증난다",0,,0,0,0,0,,
띠껍다,0,,0,0,0,0,,
때리고 싶다,0,,0,0,0,0,,
굉장히 별로다 본인이 뭘 안다고 떠드는지 화가난다,0,,0,0,0,0,,
기분 나쁘다,0,,0,0,0,0,,
말을 왜 그렇게해,0,,0,0,0,0,,
잘해서 덜하는거야,0,,0.7,0.7,0.7,0.7,,
노력 무시한 것 같아서 기분이 좋지 않다,0,,0,0,0,0,,
그러던지 ㅋㅋ,0,,0.5,0.5,0,0.5,,
이새끼가?,0,,0,0,0,0,,
너가 뭔데 내 노력을 폄하해? 노력했기 때문에 이정도라도 한거야 ㅡㅡ,0,,0,0,0,0,,
안 좋아요… 본인이나 열심히 하지..,0,,0,0,0,0,,
좋지않다,0,,0,0,0,0,,
별로임,0,,0,0,0,0,,
뭐래 개소리야,0,,0,0,0,0,,
내 노력 폄하 그만,0,,0,0,0,0,,
네,0,,0.5,0.5,0.5,0.5,,
빡친다,0,,0,0,0,0,,
천국을 맛보는 중,0,,1,1,1,1,,
춘식이는 위 질문에서 이미 사망했습니다.,0,,0,0,0,0,,
미텼나,0,,0,0,0,0,,
열심히 했는데,0,,0,0,0,0,,
ㅋㅋㅋㅋㅋ이색기가 확마,0,,0,0,0,0,,
열심히 했는데 너무 속상하다 니가 뭔데 나한테 그렇게 말해?,0,,0,0,0,0,,
니가 뭔데 내 노력을 과소평가하니 상대에 대한 예의는 어디로 말아먹었니,0,,0,0,0,0,,
웃고 넘긴다.,0,,0,0,0.7,0.5,,
개빡쳐 ㅡㅡ,0,,0,0,0,0,,
응 너보단 많이 했어~ 약간 기분 나쁨,0,,0,0,0.3,0,,
왜 저렇게밖에 말 못 할까 싶다. 생각이 짧든가 머리에 필터가 없는 것 같다고 생각할 것 같다.,0,,0,0,0,0,,
아.. 니가 내가 공부열심히 했는지 안했는지 어케알아.. 씹.  기분개나쁨,0,,0,0,0,0,,
기분 나쁘다. 열심히도 하고 잘하기도 한건데? 저 말을 왜 하나 싶다.,0,,0,0,0,0,,
엥 열심히_는데?,0,,0,0,0.5,0,,
재능있나보지 너보다 내가 ㅋㅋ (존나비꼬고 집가서 Sns 염탐),0,,0,0,0.3,0,,
준내게 했는데 뭔소리야,0,,0,0,0,0,,
어이없고 화난다 내 절친은 그럴리 없다,0,,0,0,0,0,,
이새끼가?,0,,0,0,0,0,,
기분나쁨,0,,0,0,0,0,,
니나잘해,0,,0,0,0,0,,
굉장히 나쁠 거 같다 기분나쁜 티 엄청 낼 거 같다,0,,0,0,0,0,,
열심히 했는데 내 노력을 모르고 가볍게 여기는 것 같아서 기분 나쁨,0,,0,0,0,0,,
맞아 너보다 잘하긴 해 ^^,1,,1,1,1,1,,
고맙 ^~^,1,,1,1,1,1,,
친구와 같이 쪼갠다,1,,1,1,1,1,,
투자할만하다고 생각한다.,1,,1,1,1,1,,
좋다,1,,1,1,1,1,,
감사,1,,1,1,1,1,,
좋아요,1,,1,1,1,1,,
개꿀,1,,1,1,1,1,,
오 바로 해보자 제이지,1,,1,1,1,1,,
전문가를 믿어본다.,1,,1,1,1,1,,
솔깃쓰,1,,1,1,1,1,,
좋아요,1,,1,1,1,1,,
신난다. 전재산 걸겠다,1,,1,1,1,1,,
"오 개꿀 근데 씨드가 얼마없는데 괜찮은가,,?",1,,1,1,0.7,1,,
좋다,1,,1,1,1,1,,
너무 좋은데..왜요?..,1,,0.7,0.7,0.7,0.7,,
오호.. 솔깃,1,,1,1,1,1,,
바로 맡긴다,1,,1,1,1,1,,
감사합니다,1,,1,1,1,1,,
좋다,1,,1,1,1,1,,
유와 나 부자되겠다 굉장히 기분좋을듯,1,,1,1,1,1,,
편해서 좋다.,1,,1,1,1,1,,
좋아요,1,,1,1,1,1,,
영끌한다,1,,1,1,1,1,,
오 감사합니다,1,,1,1,1,1,,
오케이 먹고 살만큼을 제외하면 다 맡겨본다,1,,1,1,1,1,,
굿,1,,1,1,1,1,,
very good,1,,1,1,1,1,,
오 감사,1,,1,1,1,1,,
감사합니다,1,,1,1,1,1,,
손실내면 ㄷ진다 잘해라,1,,0.7,0.7,0.7,0.7,,
고마울 거 같다,1,,0.7,1,1,1,,
아 네 알겠습니다 기분은 좋지만 찾아는 볼듯,1,,0.7,0.7,0.7,0.7,,
계획서 주세요,1,,0.7,0.7,1,0.7,,
사랑해요,1,,1,1,1,1,,
네,1,,1,1,1,1,,
좋지요,1,,1,1,1,1,,
좋아요,1,,1,1,1,1,,
흥보형! 정답을 알려줘~,1,,1,1,1,1,,
감사합니다!,1,,1,1,1,1,,
좋다,1,,1,1,1,1,,
믿어볼게요,1,,1,1,1,1,,
오 좋은데! 라고 생각 하지만 고민은 해봐야하니 생각해보겠다고 대답한다,1,,0.7,0.7,0.7,0.7,,
오 좋다,1,,1,1,1,1,,
고마워,1,,1,1,1,1,,
음 유명한 사람이라면 믿고 볼거 같다.,1,,1,1,1,1,,
든든할 거 같다 근데 약간 의심도 할 거 같다,1,,0.7,0.7,0.7,0.7,,
헐 대박! 감사합니다,1,,1,1,1,1,,
오키 땡스~,1,,1,1,1,1,,
인정받으니까 좋다,1,,1,1,1,1,,
당연하지 너 몰래 열심히 했으니깐 ㅋ,1,,1,1,0.7,0.7,,
결과는 칭찬이니 좋을것같드,1,,1,1,1,1,,
발표를 잘했다고 해서 기분이 좋다.,1,,1,1,1,1,,
기분이 좋다.,1,,1,1,1,1,,
좋다,1,,1,1,1,1,,
좋다,1,,1,1,1,1,,
좋가,1,,1,1,1,1,,
완 전 뿌 듯,1,,1,1,1,1,,
역시 내 능력이란,1,,1,1,1,1,,
감사,1,,1,1,1,1,,
고맙다,1,,1,1,1,1,,
사람이따라 다르겠지만 그다지 기분나쁘지않음,1,,1,1,1,1,,
오 재능충 인정 ㄱㅅ,1,,1,1,1,1,,
기분좋다,1,,1,1,1,1,,
고마워,1,,1,1,1,1,,
기분좋음,1,,1,1,1,1,,
뿌듯,1,,1,1,1,1,,
난 역시 대단해,1,,1,1,1,1,,
끝나서 후련하다,1,,1,1,1,1,,
춘식이가 나보다 훨씬 열심히했나보구나 생각할거다,1,,1,1,1,1,,
발표 잘했다니 기분이 좋다,1,,1,1,1,1,,
고마워,1,,1,1,1,1,,
이게 나야 요롱롱~,1,,1,1,1,1,,
발표를 잘해서 기분이 좋다,1,,1,1,1,1,,
기분이 짜릿하고 너무 좋음,1,,1,1,1,1,,
그래도 칭찬 들었으니 기분은 좋음,1,,1,1,1,1,,
오늘 발표 잘한 것 같아 뿌듯하다.,1,,1,1,1,1,,
일단 좋지,1,,1,1,1,1,,
능력을 인정받아 좋다.,1,,1,1,1,1,,
기분 좋을 것 같다,1,,1,1,1,1,,
기분좋음.결론적으론 내가 똑똑하다는 의미로 받아들여짐,1,,1,1,1,1,,
잘했다는거에 대해 만족한다,1,,1,1,1,1,,
내가 가성비있게 잘하지.,1,,1,1,1,1,,
발표잘했다는 칭찬들어서 좋음,1,,1,1,1,1,,
쯔쯔 이제서야 내 능력을 알아보았구나하고 별 신경쓰지 않을 것,1,,1,1,1,1,,
그러려니한다,1,,0.5,0.5,0.5,0.5,,
ㅋㅋㅋ 그래? 고마워,1,,1,1,1,1,,
내가 원래 좀 잘해,1,,1,1,1,1,,
은근 좋다,1,,1,1,1,1,,
나쁘지 않다,1,,1,1,1,1,,
그게 실력이야 라고한다,1,,1,1,1,1,,
ㅋㅋㅋㅋㅋㅋㅋㅋ 이게 나다~ 공부 효율적으로 열심히 했어 ^&^,1,,1,1,1,1,,
이게 나야,1,,1,1,1,1,,
이게 내 능력이야^^라고 생각하면서 뿌듯하다,1,,1,1,1,1,,
발표 잘했나보네,1,,1,1,1,1,,
잘했어?ㅋㅋ 다행이네,1,,1,1,1,1,,
뿌듯함,1,,1,1,1,1,,
기분좋다,1,,1,1,1,1,,
ㅇㄱㄴㅇ,1,,1,1,1,1,,
칭찬 굿,1,,1,1,1,1,,
잘했다고 해줘서 신난다.,1,,1,1,1,1,,
아그래 보였어? 그런가보다~,1,,1,1,0.7,1,,
묘하게 뿌듯하다,1,,1,1,1,1,,
"난 원래 잘하고 열심히도 했다,,~! 칭찬 오히려 좋아",1,,1,1,1,1,,
뿌듯하다,1,,1,1,1,1,,
잘 한 것 같다니 다행이다는 생각이 들 듯,1,,1,1,1,1,,
고마웡,1,,1,1,1,1,,
너무 좋다. 노력 대비 좋은 결과가 나온거 같아서,1,,1,1,1,1,,
그냥그렇다,0,,0.5,0.5,0.5,0.5,,
괜히 샀다,0,,0,0,0,0,,
2년이면 거의 없다고 생각해야겠다,0,,0,0,0,0,,
근거를 물어본다.,0,,0.3,0.3,0.5,0.5,,
이유를 들어보고 타당하면 충분히 그이상도 기다릴 수 있다.,1,,0.7,0.7,0.7,0.7,,
못믿겠다.,0,,0,0,0,0,,
2년뒤에 확실하냐?,0,,0,0,0.3,0.3,,
별로다,0,,0,0,0,0,,
너무 오래걸리는데,0,,0,0,0,0,,
좋다,1,,1,1,1,1,,
장기 투자만을 하기 때문에 아무렇지 않다. 수익이 날 것이라는 말에 기분 좋게 더 산다.,1,,1,1,1,1,,
망했군 언제기다려,0,,0,0,0,0,,
믿음이 사라진다,0,,0,0,0,0,,
갸우뚱 할듯,0,,0.3,0.3,0.3,0.3,,
맞는지 살짝 의심되지만 설명이 정확하면 믿어본다,1,,0.7,0.7,0.7,0.7,,
의심함,0,,0,0,0,0,,
존버,1,,1,1,1,1,,
여유 자금이면 기다린다. 아니면 손절한다,1,,0.7,0.7,0.7,0.5,,
감격스러울듯,1,,1,1,1,1,,
여유자금이 있으면 투자,1,,1,1,1,1,,
오호라 그렇구나 더살까,1,,1,1,1,1,,
오 더사야지,1,,1,1,1,1,,
조금 사둔다,1,,1,1,1,1,,
무조건 기다림,1,,1,1,1,1,,
어쩔수없지,1,,1,1,0.5,0.5,,
꺄륵 나랑 똑같이 생각하네욤,1,,1,1,1,1,,
믿어본다,1,,1,1,1,1,,
무조건 묵힌다,1,,1,1,1,1,,
무조건????,0,,1,1,1,1,,
오케이 사모은다,1,,1,1,1,1,,
2년동안 묵혀야지~,1,,1,1,1,1,,
기분은 좋지만 백퍼센트 신뢰하고 기대하지는 않는다,0,,0.3,0.3,0.7,0.7,,
그래 없는 돈셈 치자,1,,1,1,1,1,,
적금식으로 넣어야겠다,1,,1,1,1,1,,
좋다,1,,1,1,1,1,,
정말일까싶다,1,,0.3,0.3,0.3,0.3,,
일단 묵혀본다,1,,1,1,1,1,,
우왕,1,,1,1,1,1,,
오 사야지,1,,1,1,1,1,,
너무 먼 미래야,0,,0,0,0,0,,
아몰랑뽀삐,0,,0.5,0.5,0.5,0.5,,
헛웃음난다,0,,0,0,0,0,,
오호.. 솔깃하다,1,,1,1,1,1,,
카카오 매수 고려해봐야겠다,1,,1,1,1,1,,
근거가 무엇인지 궁금하다,0,,0.3,0.3,0.3,0.3,,
근데 돈이 없다,0,,0.3,-,0.3,0.5,,
나도 그렇게 생각,1,,1,0.5,0.5,1,,
무조건 묵힌다.,1,,1,1,1,1,,
2년동안 묵혀야지!,1,,1,1,1,1,,
좋은데?,1,,1,1,1,1,,
바로 2년 묵힌다,1,,1,1,1,1,,
2년동안 묵히기엔 당장 쓸 돈이 없는데,0,,1,-,0.7,0.7,,
반의심 하며 묵혀놓는다,1,,0.7,0.7,0.7,0.7,,
잠깐 잊었다가 나중에 봐야겠다,0,,1,1,1,1,,
오오 잘 묵혀둬야지,1,,1,1,1,1,,
설렌다,1,,1,1,1,1,,
당연한 소리를 하네..,0,,0.3,0.3,0.3,0.3,,
무조건인지 어케 알아,0,,0.3,0.3,0.3,0,,
정말 확실한 정보일까 ?,0,,0.3,0.3,0.3,0,,
2년은 묵히는게아닌데.10년도아니고,0,,0.3,0,0,0,,
몇프로나 수익이 나는데,1,,0.7,0.7,0.7,0.7,,
그래도 매일 확인할 것 같다,1,,1,1,1,1,,
오 뿌듯하다,1,,1,1,1,1,,
사야겠다,1,,1,1,1,1,,
한귀로 듣고 한귀로 흘림,0,,0,0,0,0,,
주식은 예측할 수 없는 것!,0,,0,0,0,0,,
카카오 주식 흐름 공부 해봐야겠다.,1,,1,1,1,1,,
알았으니 매수했겠지요,1,,1,1,1,1,,
일단 묵혀야겠다고 생각한다.,1,,1,1,1,1,,
기분좋음,1,,1,1,1,1,,
일부는 믿고 일부는 의심할 것 같다,1,,0.5,0.5,0.5,0.5,,
일부는 믿는다,1,,0.7,0.7,0.7,0.7,,
일부는 의심한다,0,,0.3,0.3,0.3,0.3,,
오늘매수한 거라면 2년 기다릴 듯,1,,1,1,1,1,,
100% 믿긴 어려우니까 일단 조금만 넣어보자.,1,,0.7,0.7,0.7,0.7,,
존버가 답이다.,1,,1,1,1,1,,
역시 잘샀군,1,,1,1,1,1,,
아직은 주식이 무서워요,0,,0,0,0,0,,
오 그럼 버텨야지,1,,1,1,1,1,,
기다려야겟더,1,,1,1,1,1,,
네,1,,1,1,1,1,,
믿습니다,1,,1,1,1,1,,
묵히자,1,,1,1,1,1,,
오 잘샀네,1,,1,1,1,1,,
그걸 어떻게 알아? 미래를 들여다보는것도 아니고,0,,0.3,0.3,0.3,0,,
개이득,1,,1,1,1,1,,
지켜봐야지,1,,1,1,1,1,,
산거 까먹고 있어야지!,1,,1,1,1,1,,
해보고 아니면 죽는 줄 알아라,0,,0.5,0.7,0.7,0.5,,
그러려니 한다 넣을생각이 없기때문에,0,,0,0,0,0,,
나도 그렇게 생각해서 좀 치네 라고 속으로 생각한다,1,,1,1,1,1,,
수익이 어느정도일지 생각해봄,1,,0.7,0.7,0.7,0.7,,
근거는 있나?,0,,0.3,0.3,0.3,0.3,,
20% 매수 후 버티기,1,,0.7,0.7,0.7,0.7,,
왜 시발,0,,0,0,0,0,,
개소리하네,0,,0,0,0,0,,
묻고 더블로 가,1,,1,1,1,1,,
시도해보고싶다,1,,1,1,1,1,,
그래..? 하고 듣기만 할 것 같습니다,0,,0.5,0.5,0.5,0.5,,
그래. 잘해봐.,1,,0.5,0.5,0.5,0.5,,
카카오를 분석해본다,1,,1,1,0.7,0.7,,
묵히지뭐,1,,1,1,1,1,,
안믿음,0,,0,0,0,0,,
나쁘지 않다,1,,1,1,1,1,,
자회사 무분별하게 확장하는 곳에 투자 안해요,0,,0,0,0,0,,
네,1,,1,1,1,1,,
근거를 물어봐야겠다,0,,0.3,0.3,0.3,0.3,,
그래 2년동안 묵히면 무조건 수익이 나기야 하겠지 근데 긴 시점으로 봤을 때 그때는 카카오만 오르는 게 아니고 물가도 오르고 딴것도 오르고 막 하니까 실질적인 수익은 많지 않지 않을까? 근데 뭐 수익이 나는 건 맞긴 하겠지. 지금까지도 삼성이 진짜 견고한 기업이면 카카오도 먼 시점으로 봤을 때는 거의 그정도로 될 것 같기도 하고? 잘 모르겠다 근데 카카오 지금은 너무 비싸 ㅜ 좀만 이따 9만원대 되면 사야지,1,,0.3,0.3,0.3,0.3,,
너무 길어,0,,0,0,0,0,,
"당연한 소릴,,",0,,0.3,0.3,0.3,0.3,,
2년너무길다..,0,,0,0,0,0,,
응 아니야~,0,,0,0,0,0,,
몇프로 수익인지 확인,1,,0.7,0.7,0.7,0.7,,
오?,1,,0,0,0,0.7,,
그런가보다,1,,0.5,0.5,0.5,0.5,,
"그 말은 추측이지 사실은 아니니 신뢰할 수 없지. 동향, 사례를 찾아봐야겠다",0,,0.3,0.3,0.3,0.3,,
참고로만 듣고 장바구니에 담아둠,0,,0.7,0.7,0.7,0.7,,
뭐든 2년 존버하면 수익이 날것같음,1,,0.5,0.7,0.7,0.7,,
오호라 사야지,1,,1,1,1,1,,
존버하자!,1,,1,1,1,1,,
아…길다..존버해야되네..저 말은 근데 확실할까..?,0,,1,0.7,0.7,0.7,,
무조건 묵힌다.,1,,1,1,1,1,,
아 묵혀둬야겠다,1,,1,1,1,1,,
당연한 소리를하네,0,,0.3,0.3,0.3,0.3,,
당신이 워렌버핏인가요?,0,,0.5,0,0.5,0,,
무조건..?이라고..? 흠 뭔가 의심이 간다,0,,0,0,0.3,0,,
묵혀보자.,1,,1,1,1,1,,
오 해볼까?,1,,1,1,1,1,,
"신난당,, 설렌당,,",1,,1,1,1,1,,
세상에 절대적인 것은 없다,0,,0,0,0,0,,
확실한정보인가..?,0,,0.3,0.3,0.3,0.3,,
이미 지나갔는데 어떡해~,0,,0.3,0.3,0.3,0.3,,
무슨 근거로?,0,,0.3,0.3,0.3,0.3,,
아싸뵤,1,,1,1,1,1,,
2년 뒤를 어떻게 확신해,0,,0.3,0.3,0.3,0,,
내맘인 십새야,0,,0,0,0,0,,
개이득,1,,1,1,1,1,,
얼마나 수익이 나는데?,1,,0.7,0.7,0.7,0.7,,
잘 샀나보다 다행이네!,1,,1,1,1,1,,
"좋은 정보 고맙지만, 따를 것 같지는 않다.",0,,0.3,0.3,0.3,0.3,,
2년 동안 묵힐까 생각해본다,1,,1,1,1,1,,
미친소리하지마라,0,,0,0,0,0,,
왜지? 뭔 근거지,0,,0.3,0.3,0.3,0.3,,
존버한다,1,,1,1,1,1,,
묵혀야지,1,,1,1,1,1,,
좋다,1,,1,1,1,1,,
오 더 넣어볼까?? 하고 며칠동안 차트를 지켜볼거 같다,1,,1,1,1,1,,
시간을 돌리고 싶다,0,,0,0,0.5,0.5,,
오 2년 존버해야겠다 사길 잘했네,1,,1,1,1,1,,
카카오일단 조금 넣어봄,1,,1,1,1,1,,
2년이나?,0,,0.3,0.3,0.3,0.3,,
카카오 -40%에서 손절한 경험이 있어서 솔직히 구라 치는 거 같다,0,,0,0,0,0,,